Symbol,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
TMEM222,110,43,98,247,120,189,181
ACTG1P20,35,7,34,94,48,73,56
SYTL1,269,87,67,438,179,35,118
MAP3K6,352,59,325,662,850,411,1397
FCN3,7,5,5,215,6,5,5
CD164L2,2,0,0,9,0,3,1
GPR3,16,1,13,10,28,9,30
WASF2,1696,531,1620,2216,2067,1905,2094
LOC105376892,2,1,1,11,4,5,7
AHDC1,227,99,193,641,412,464,759
FGR,239,26,209,290,548,238,397
LINC02574,0,0,2,0,0,0,1
IFI6,362,41,433,362,365,483,864
FAM76A,229,76,161,334,192,246,162
STX12,654,139,663,734,821,457,1291
PPP1R8,218,104,217,445,301,267,294
SCARNA1,20,10,27,34,25,15,13
THEMIS2,990,35,758,717,2007,285,2036
RPA2,221,73,196,324,326,131,180
SMPDL3B,62,28,18,83,77,77,80
XKR8,62,4,46,101,95,61,104
EYA3,357,156,248,616,361,483,400
PTAFR,172,23,201,345,318,109,266
DNAJC8,379,190,370,609,528,425,536
ATP5IF1,158,200,158,558,153,452,251
SESN2,107,77,99,251,296,169,448
MED18,50,30,49,206,79,173,129
PHACTR4,346,195,285,766,387,620,733
RCC1,139,188,135,618,262,488,239
SNHG3,100,254,166,719,202,745,289
SNORA73A,2374,1610,3933,5331,3913,10222,2746
SNORA73B,3028,1762,3196,6007,5114,12196,3165
TRNAU1AP,132,30,92,178,154,135,194
SNHG12,127,105,119,272,171,251,240
SNORD99,3,5,8,22,12,22,19
SNORA61,29,13,28,36,19,28,17
SNORA44,11,3,7,19,18,17,25
SNORA16A,29,9,17,63,31,57,30
RAB42,25,5,12,20,26,23,59
TAF12,143,80,104,210,147,148,96
TAF12-DT,73,23,44,65,72,48,44
RNU11,62,20,39,47,58,43,34
GMEB1,180,77,192,331,270,250,313
YTHDF2,527,248,609,1029,738,701,732
OPRD1,4,0,1,57,3,9,2
EPB41,1270,312,549,1376,642,1160,1005
TMEM200B,96,25,109,121,197,70,183
SRSF4,618,242,342,875,803,604,842
MECR,74,66,45,215,87,229,109
PTPRU,151,223,295,442,638,211,917
LINC01756,0,0,1,5,13,3,11
LOC107984933,1,0,0,0,1,0,0
LOC107984934,0,0,2,2,1,0,6
LINC01648,1,1,0,1,2,2,7
LOC105378617,3,0,3,2,0,5,1
LOC105378618,0,1,0,0,0,1,0
MATN1,14,6,2,9,10,5,9
MATN1-AS1,38,13,6,44,23,21,39
LAPTM5,2137,136,2613,1851,5143,897,3646
MIR4420,13,0,8,5,17,3,21
LOC105378620,539,12,257,235,1226,104,885
LOC105378621,0,0,0,1,5,0,0
LINC01778,0,0,0,0,1,1,0
LOC400748,0,0,1,0,2,2,0
SDC3,663,196,692,746,1792,883,1528
PUM1,1198,508,874,2302,1650,2274,2152
SNORD103A,9,9,8,14,14,18,23
SNORD103B,10,5,6,25,18,20,21
SNORD103C,14,2,0,7,5,6,4
LOC107984935,0,0,0,3,3,0,0
NKAIN1,0,0,1,3,0,8,2
SNRNP40,192,106,159,328,190,230,222
ZCCHC17,117,54,109,252,198,204,241
FABP3,45,93,33,113,40,65,96
LOC105378623,0,0,0,2,0,0,0
LOC107985470,0,0,0,3,1,0,0
SERINC2,154,92,111,1144,13,1616,776
LOC105378625,8,43,0,20,0,22,19
LOC105379772,6,56,0,31,0,6,18
LDC1P,7,8,2,9,0,9,8
LINC01226,9,8,1,7,4,4,13
LOC105378626,45,83,14,168,7,437,66
TINAGL1,446,161,142,1181,261,1733,1108
HCRTR1,45,5,22,34,30,21,27
PEF1,266,86,179,501,274,281,391
PEF1-AS1,32,6,24,36,26,44,74
LOC105378628,7,1,5,5,2,1,9
COL16A1,2589,433,3358,2501,3987,3261,8539
LOC101929444,54,11,47,167,34,74,178
ADGRB2,51,6,79,61,295,59,539
MIR4254,0,0,0,0,0,0,2
SPOCD1,7,12,18,138,69,115,71
PTP4A2,1574,603,1374,2344,1766,1436,1625
KHDRBS1,1105,496,996,1654,1048,1518,1162
TMEM39B,86,27,56,138,97,135,129
MIR5585,0,2,1,2,0,0,2
KPNA6,920,322,916,1705,1323,1175,1778
TXLNA,822,236,620,1868,1560,1255,1420
CCDC28B,57,11,39,153,44,78,116
TMEM234,121,41,84,359,113,274,361
IQCC,60,30,42,188,26,101,151
DCDC2B,63,22,40,165,43,129,200
EIF3I,519,306,470,1326,704,822,912
MTMR9LP,167,17,56,177,129,118,273
FAM167B,9,2,6,29,6,16,32
LCK,179,55,105,182,107,54,59
HDAC1,388,264,273,1121,309,1011,520
MARCKSL1,342,340,254,1401,414,1646,355
LOC105378629,4,5,1,7,0,3,11
TSSK3,70,29,42,132,60,117,98
FAM229A,5,7,2,9,12,8,8
BSDC1,689,176,399,1133,657,937,1224
ZBTB8B,1,0,6,6,1,15,13
ZBTB8A,165,66,312,321,287,137,352
LOC102723870,6,1,2,4,8,4,11
ZBTB8OS,149,71,129,200,120,218,150
RBBP4,903,423,893,1512,946,1012,957
SYNC,309,134,368,626,409,362,498
KIAA1522,227,320,210,1006,299,1868,1497
YARS1,355,345,289,827,568,846,653
S100PBP,348,122,301,465,404,359,372
FNDC5,9,4,21,90,15,17,15
LOC105378631,0,1,0,4,4,4,4
HPCA,11,9,7,36,6,46,16
TMEM54,52,45,46,295,62,414,139
LOC105378632,0,0,0,4,4,0,6
RNF19B,425,57,681,749,827,469,1306
AK2,660,479,486,1483,907,1268,1341
LOC105378635,0,0,0,0,0,0,0
AZIN2,95,15,53,98,60,108,119
LOC112268224,12,3,4,35,4,28,13
TRIM62,77,24,33,128,55,120,87
ZNF362,213,48,117,284,190,214,316
A3GALT2,2,0,7,11,10,3,23
PHC2,557,182,823,1488,1410,1245,3334
MIR3605,37,12,47,90,70,72,178
PHC2-AS1,1,2,6,10,2,6,8
ZSCAN20,72,44,42,172,51,247,78
CSMD2,62,3,342,152,836,192,1686
LOC105378638,0,0,3,2,2,5,3
HMGB4,1,0,4,1,13,3,26
CSMD2-AS1,0,0,8,3,19,3,46
C1orf94,0,0,0,1,0,5,0
LOC105378639,1,0,0,0,0,2,0
LOC105378640,4,26,0,1,0,45,1
LOC105378641,9,126,0,10,0,145,12
MIR552,2,1,0,2,0,4,0
LOC105378642,7,1,5,15,6,10,17
GJB5,6,25,8,24,0,36,8
GJB4,23,27,13,128,2,162,8
GJB3,33,43,13,299,4,276,34
GJA4,103,5,19,67,107,56,169
SMIM12,203,122,215,509,286,370,314
DLGAP3,22,2,7,10,13,12,14
GPR199P,39,8,28,52,19,65,54
TMEM35B,103,18,113,142,103,70,112
ZMYM6,415,119,312,479,300,385,371
ZMYM1,226,162,205,479,162,370,148
LOC105378644,0,2,2,1,1,0,0
SFPQ,4330,1693,4268,6412,6024,4594,4999
ZMYM4,879,418,850,1197,1113,939,1190
ZMYM4-AS1,50,20,42,56,42,37,51
KIAA0319L,663,272,406,1596,690,1221,930
NCDN,117,44,106,256,247,208,262
TFAP2E,54,10,41,59,84,60,67
TFAP2E-AS1,16,1,11,9,19,14,15
PSMB2,336,168,359,852,516,508,689
LOC105378646,1,0,0,0,0,0,0
C1orf216,95,28,120,183,211,136,229
CLSPN,35,93,22,181,29,124,54
AGO4,474,141,481,665,545,643,782
AGO1,618,229,485,939,656,708,875
AGO3,1201,266,882,1576,1351,1002,1297
LOC105378647,11,4,10,13,12,12,15
TEKT2,7,0,7,2,11,4,17
ADPRS,89,38,88,203,125,131,274
COL8A2,258,30,659,354,503,132,1690
TRAPPC3,167,69,184,329,234,281,280
MAP7D1,575,91,314,731,978,529,1410
THRAP3,1585,710,1321,2600,1918,2209,2395
SH3D21,96,29,68,327,119,441,971
EVA1B,78,19,122,126,187,120,294
STK40,389,133,240,694,615,694,515
LSM10,82,25,58,114,105,74,62
OSCP1,47,3,44,40,23,38,93
SNORA63C,9,0,9,5,7,2,12
LOC107984940,1,1,0,2,0,2,2
MRPS15,121,75,101,310,140,223,177
CSF3R,207,30,114,240,330,166,365
LOC107984941,0,0,0,0,1,0,0
LOC105378648,0,0,0,3,0,1,0
GRIK3,6,4,17,8,16,13,114
MIR4255,0,0,0,0,0,0,0
LOC107984942,1,1,3,1,0,2,2
ZC3H12A-DT,14,7,16,49,6,48,48
ZC3H12A,286,51,310,874,958,439,2390
MIR6732,5,4,2,23,17,10,68
MEAF6,263,123,278,420,271,274,292
MIR5581,4,1,7,8,6,11,1
LOC105378649,9,4,7,18,14,4,9
SNIP1,202,61,171,361,294,171,327
DNALI1,52,29,69,127,113,38,137
GNL2,434,174,458,928,871,582,675
RSPO1,98,16,44,30,39,15,195
C1orf109,60,62,52,184,72,109,71
CDCA8,15,84,7,204,6,160,28
EPHA10,29,10,10,266,1,305,39
LOC105378650,0,0,0,0,0,2,0
MANEAL,19,3,13,107,14,201,7
YRDC,88,29,83,204,117,110,120
C1orf122,59,17,57,158,109,100,109
MTF1,324,82,255,527,368,376,360
INPP5B,394,150,320,517,468,374,649
LOC105378651,25,12,23,41,33,22,68
SF3A3,581,261,593,769,867,638,728
FHL3,110,38,240,278,390,102,331
UTP11,159,91,172,336,255,162,213
POU3F1,0,0,0,1,0,0,2
LOC107985103,0,1,0,1,0,4,1
MIR3659HG,1,1,0,1,0,1,4
MIR3659,0,0,0,0,0,0,0
LINC02786,0,0,0,1,0,10,0
LOC105378654,0,0,1,1,0,6,0
LINC01343,0,0,1,1,0,1,0
LOC105378657,0,0,1,2,0,2,0
LOC107984943,4,0,1,0,0,1,0
LINC01685,1,0,2,2,0,1,0
LOC105378658,0,0,0,2,0,1,0
LOC105378660,0,1,1,45,1,0,2
RRAGC,219,112,357,307,344,159,370
GJA9-MYCBP,68,38,68,161,85,97,87
MYCBP,58,32,49,129,60,82,69
LOC105378663,3,1,2,2,3,2,4
GJA9,11,5,15,25,16,11,11
RHBDL2,27,5,34,163,24,119,55
LOC105378662,9,0,4,31,10,28,16
AKIRIN1,480,129,660,1003,783,504,768
NDUFS5,250,160,302,719,403,375,598
MACF1,7453,2161,6452,12648,11423,10517,21824
KIAA0754,586,269,480,808,819,1330,1651
LOC105378950,2,0,0,7,7,2,6
BMP8A,95,118,86,513,175,169,214
OXCT2P1,8,3,11,36,23,22,46
PPIEL,106,49,71,221,188,121,217
PABPC4,1017,434,982,2088,1986,1170,1784
PABPC4-AS1,127,56,125,311,263,150,220
SNORA55,29,15,18,49,49,22,39
HEYL,151,81,86,333,151,218,425
NT5C1A,2,0,0,22,1,1,1
HPCAL4,24,4,11,52,7,5,7
PPIE,205,101,129,365,189,236,271
BMP8B,53,22,23,269,36,132,61
OXCT2,9,3,8,44,22,33,39
BMP8B-AS1,0,1,3,7,3,7,4
LOC101929536,0,1,0,1,0,2,1
LOC105378951,8,7,3,8,5,16,7
LINC02811,4,6,3,7,1,11,1
LOC105378665,2,1,0,4,2,5,1
LOC105378667,0,1,3,7,3,9,1
TRIT1,169,107,216,319,176,290,306
MYCL,34,16,17,161,16,82,25
MYCL-AS1,2,1,0,10,2,8,3
MFSD2A,122,20,83,561,213,87,2896
LOC105378669,44,0,5,30,4,12,20
CAP1,1302,433,1412,3203,1767,1591,3127
PPT1,1089,332,1474,1689,1583,828,1786
LOC105378671,4,1,3,3,0,7,1
RLF,773,180,959,829,1489,517,1215
TMCO2,0,0,0,1,0,1,0
ZMPSTE24,309,205,533,775,559,485,485
COL9A2,90,143,42,76,112,125,68
LOC107984945,48,2,24,22,96,6,19
SMAP2,2277,128,1519,1457,3362,524,1239
ZFP69B,40,11,54,77,66,100,68
ZFP69,46,27,49,70,43,73,36
EXO5-DT,2,3,3,12,5,8,3
EXO5,53,36,44,96,60,54,63
ZNF684,27,25,31,108,27,32,15
LOC105378673,0,1,0,0,1,2,0
RIMS3,35,11,39,161,16,51,121
LOC105378675,2,0,3,9,0,5,2
LOC105378674,0,1,0,0,0,5,0
NFYC-AS1,47,24,49,64,28,45,23
NFYC,241,104,174,393,277,346,221
MIR30E,1,4,2,4,3,1,1
MIR30C1,1,0,3,2,4,4,0
KCNQ4,11,8,3,41,3,36,17
LOC105378676,0,1,0,0,0,0,1
CITED4,27,9,7,106,17,32,43
CTPS1,244,213,314,1155,548,503,676
SLFNL1-AS1,79,34,59,288,142,167,230
SLFNL1,70,38,47,336,180,192,205
SCMH1,411,98,339,658,568,437,1371
FOXO6,10,2,6,22,4,3,16
FOXO6-AS1,2,0,2,7,1,3,10
LOC105378678,1,0,11,6,1,7,16
EDN2,0,0,1,4,2,12,75
HIVEP3,404,50,460,537,1371,258,1296
GUCA2B,0,0,0,0,0,3,2
GUCA2A,0,0,1,0,0,30,2
FOXJ3,773,236,538,941,771,761,835
RIMKLA,29,1,7,108,7,80,16
ZMYND12,5,5,5,10,11,5,13
CCDC30,78,36,56,132,57,114,81
PPCS,166,88,189,351,162,207,141
PPIH,162,96,122,296,137,283,128
YBX1,1587,1314,1593,3319,2735,2608,2312
CLDN19,6,0,1,5,39,3,4
P3H1,196,45,413,490,696,300,1139
C1orf50,98,35,78,188,71,113,76
TMEM269-DT,7,3,3,12,5,10,1
TMEM269,7,2,7,7,6,13,3
LOC107984946,2,0,0,3,0,6,0
SVBP,37,20,39,70,59,37,31
ERMAP,125,60,148,191,179,131,170
ZNF691,39,22,35,104,20,83,50
LOC339539,0,2,0,1,1,1,1
SLC2A1,506,553,423,2017,993,1306,2615
SLC2A1-DT,4,2,4,14,2,32,21
FAM183A,3,6,4,1,0,5,2
EBNA1BP2,154,125,124,481,272,328,299
MIR6733,2,1,0,2,3,2,1
CFAP57,18,1,3,214,14,16,30
LOC105378685,7,3,2,158,1,9,8
TMEM125,24,42,11,166,3,150,41
C1orf210,10,30,0,64,1,102,12
TIE1,252,20,77,303,214,173,362
MPL,11,5,7,18,8,18,11
CDC20-DT,6,9,0,9,4,9,3
CDC20,21,104,9,242,14,171,59
ELOVL1,152,70,154,564,203,444,419
MIR6734,3,2,0,8,1,5,1
LOC112268225,10,25,8,32,10,39,5
MED8,125,62,122,307,187,227,253
MED8-AS1,15,6,23,39,14,32,30
SZT2,1180,279,466,1647,1227,1893,2096
SZT2-AS1,32,12,18,46,45,45,60
MIR6735,0,0,0,1,0,1,1
HYI,117,22,55,189,125,157,199
PTPRF,1204,921,936,4440,1143,4183,5655
KDM4A,439,196,317,637,430,745,697
KDM4A-AS1,47,10,29,61,27,72,51
ST3GAL3,151,12,94,193,171,102,265
ST3GAL3-AS1,3,0,5,12,2,3,5
MIR6079,2,0,2,4,2,2,5
ARTN,5,0,0,6,6,12,6
LINC02918,2,1,1,12,1,20,8
LOC101929609,12,8,14,39,15,56,28
IPO13,116,79,111,383,225,273,268
DPH2,93,71,72,327,168,324,166
ATP6V0B,248,107,354,758,643,461,571
B4GALT2,120,90,195,409,280,250,432
CCDC24,21,22,20,76,33,143,112
SLC6A9,42,29,23,88,38,101,124
LOC107984948,3,3,0,2,0,5,0
KLF17,6,0,20,9,18,10,155
KLF18,0,0,0,0,0,1,5
DMAP1,168,52,85,199,164,199,268
ERI3,144,68,154,332,215,275,335
ERI3-IT1,28,13,15,68,36,79,76
SNORA110,2,0,1,6,5,5,5
RNF220,226,108,137,414,265,391,313
LOC107984951,0,0,0,1,0,1,0
MIR5584,0,0,0,0,0,0,0
LOC107984950,94,51,55,180,95,189,128
TMEM53,24,6,17,105,9,45,23
SNORD145,0,0,1,7,0,3,0
ARMH1,14,2,16,46,22,12,27
LOC105378690,2,1,3,5,1,3,3
RNU5F-1,56,10,12,8,49,9,14
RNU5D-1,105,9,36,36,85,11,67
KIF2C,33,77,25,185,23,209,38
SNORD160,0,0,1,2,0,0,0
RPS8,4046,3127,4821,5471,5524,3834,3746
SNORD55,6,7,4,12,17,9,23
SNORD46,9,3,10,22,18,11,13
SNORD38A,6,2,8,14,18,15,19
SNORD38B,4,2,5,25,16,18,18
BEST4,5,0,3,14,7,15,60
PLK3,619,52,473,1212,1835,453,2741
DYNLT4,242,18,174,610,730,181,1315
BTBD19,262,18,167,616,815,222,1450
LOC107984952,54,7,70,121,183,71,323
PTCH2,73,60,26,71,63,131,163
EIF2B3,145,71,83,266,180,169,138
HECTD3,250,101,123,596,309,706,418
UROD,256,60,241,473,324,207,572
ZSWIM5,38,24,15,74,4,205,30
LOC105378691,2,2,1,9,0,13,4
LINC01144,2,2,1,4,0,4,2
HPDL,14,33,2,35,7,102,17
MUTYH,93,49,47,201,110,269,116
TOE1,71,31,52,124,71,129,83
TESK2,87,27,40,120,64,98,42
CCDC163,9,6,3,14,5,28,6
MMACHC,190,148,218,745,228,392,328
PRDX1,525,346,522,1472,546,728,738
AKR1A1,338,175,307,908,488,467,578
NASP,652,309,440,984,829,997,829
CCDC17,46,15,27,83,24,50,64
GPBP1L1,865,424,695,1690,851,1612,1107
RPS15AP10,30,13,29,60,27,58,31
TMEM69,70,75,86,160,77,150,101
IPP,187,59,137,308,111,274,144
LOC105378693,1,0,0,1,0,0,0
MAST2,550,221,441,1506,1021,1678,1121
LOC105378694,46,18,53,107,78,142,46
P3R3URF-PIK3R3,241,23,67,184,125,70,25
PIK3R3,331,34,93,273,183,125,35
LOC101929626,0,0,0,1,1,0,0
TSPAN1,219,79,254,2844,8,1179,245
P3R3URF,1,0,0,0,0,0,0
POMGNT1,246,146,198,892,321,682,827
LURAP1,22,8,8,18,32,26,39
RAD54L,60,44,36,190,95,151,102
LRRC41,376,124,395,774,730,503,901
UQCRH,361,302,341,723,400,535,392
NSUN4,257,88,205,396,371,333,337
FAAH,50,68,30,361,60,385,86
FAAHP1,2,1,1,4,0,5,3
LINC01398,1,0,0,0,0,1,0
DMBX1,0,5,0,1,0,16,0
TMEM275,0,0,0,0,0,6,0
MKNK1-AS1,53,17,44,54,63,61,55
KNCN,0,0,0,0,0,6,0
MKNK1,583,117,532,643,875,541,665
MOB3C,315,30,172,419,414,213,310
LOC105378697,1,0,2,1,0,2,1
ATPAF1,158,102,154,382,165,178,205
TEX38,4,5,7,12,11,17,25
EFCAB14-AS1,64,21,59,91,63,82,77
EFCAB14,1435,426,1206,2023,1368,1645,1651
LOC105378698,15,8,25,39,15,44,23
LOC105378699,0,0,0,2,0,1,1
CYP4B1,107,0,9,25,3,9,13
CYP4Z2P,49,0,3,7,1,5,5
CYP4A11,20,0,2,1936,2,4,3
CYP4X1,51,0,9,95,10,75,14
CYP4Z1,20,2,2,28,1,9,12
CYP4A22,5,4,2,491,1,28,16
LOC105378701,1,6,5,10,2,30,12
LINC00853,2,0,0,1,1,9,5
PDZK1IP1,59,24,31,344,20,719,290
TAL1,74,8,33,153,65,24,43
STIL,41,100,39,329,37,259,60
CMPK1,1057,401,1065,2868,1043,1295,979
LINC01389,14,8,8,27,11,28,12
FOXE3,0,2,0,0,1,5,1
FOXD2-AS1,9,23,4,24,6,73,17
FOXD2,4,3,0,4,4,14,5
LINC01738,0,0,0,0,0,3,0
TRABD2B,52,21,98,155,109,62,1070
LINC02794,7,3,10,21,6,13,598
SKINT1L,0,4,6,6,6,12,219
SLC5A9,91,28,45,95,109,153,301
SPATA6,340,55,263,373,338,203,406
AGBL4,11,4,9,77,3,8,17
BEND5,29,12,29,34,51,10,46
LOC105378706,0,0,0,4,0,0,2
AGBL4-AS1,0,0,0,0,0,0,1
AGBL4-IT1,0,0,1,16,0,2,2
LOC107984954,2,0,1,9,0,4,1
LOC105378708,0,0,0,0,0,2,0
ELAVL4,4,2,1,2,3,19,3
LOC105378709,0,0,0,1,0,2,0
ELAVL4-AS1,0,0,0,1,0,2,0
LOC105378711,0,0,0,0,0,2,0
LOC105378710,0,0,0,0,0,3,0
LINC02808,0,1,0,1,0,9,0
DMRTA2,2,0,0,3,1,35,6
LOC105378714,0,1,1,0,0,0,1
FAF1,432,163,343,810,452,491,589
FAF1-AS1,73,25,58,111,59,80,93
LOC112268262,4,5,5,34,7,17,9
CDKN2C,104,20,58,81,40,14,53
MIR4421,0,0,0,0,0,0,0
MIR6500,0,0,0,0,0,0,0
C1orf185,3,0,0,0,0,0,0
LINC01562,1,1,0,1,0,6,0
RNF11,583,184,706,841,728,338,725
TTC39A,61,30,31,511,57,177,115
LOC105378717,2,1,0,20,0,15,3
TTC39A-AS1,2,0,1,12,0,2,3
EPS15,2033,491,2069,1835,2223,1218,1788
EPS15-AS1,32,34,37,113,38,114,49
CALR4P,4,9,0,41,2,41,3
LOC105378719,9,1,6,28,11,16,25
OSBPL9,848,306,1012,1313,993,537,1917
NRDC,1306,410,1054,1984,1600,1419,1547
LOC105378721,60,18,61,114,88,58,97
MIR761,11,4,3,11,13,18,14
RAB3B,30,97,158,1117,88,170,264
TXNDC12,291,148,342,657,428,387,375
KTI12,23,13,27,46,55,28,31
TXNDC12-AS1,9,4,2,13,5,11,11
BTF3L4,417,157,474,612,440,280,327
LOC107984956,0,0,0,0,0,1,0
ZFYVE9,458,175,303,820,407,363,713
CC2D1B,521,117,308,821,631,797,1140
ORC1,23,59,10,71,7,61,29
PRPF38A,363,146,302,623,346,350,358
TUT4,1260,317,757,1119,884,487,1062
LOC105378723,21,9,18,40,19,11,27
GPX7,51,3,81,141,190,25,154
SHISAL2A,93,0,23,77,46,12,15
COA7,170,75,131,360,176,172,103
ZYG11B,693,222,633,1098,733,553,656
ZYG11A,16,0,5,38,13,7,1
ECHDC2,698,129,310,2363,418,866,920
SCP2,654,309,583,2492,654,614,649
PODN,909,197,468,729,1530,272,224
SLC1A7,36,87,16,58,48,28,5
LOC105378724,0,0,0,0,0,2,1
CPT2,126,126,82,412,75,193,89
CZIB,171,59,129,245,174,139,167
MAGOH,74,61,96,187,116,84,108
MAGOH-DT,5,5,5,11,3,7,10
LRP8,86,158,60,284,88,310,305
LOC105378728,12,16,3,26,10,30,30
LOC105378726,42,75,21,125,35,130,171
LRP8-DT,3,2,1,1,0,0,0
LOC105378731,6,5,3,1,1,2,1
LOC105378730,9,4,4,2,3,1,0
LINC02812,17,1,4,10,5,4,1
SLC25A3P1,0,1,0,0,0,0,0
LOC105378733,0,0,0,0,0,0,0
DMRTB1,0,0,0,1,0,1,0
GLIS1,9,3,3,63,8,25,2
NDC1,163,224,171,534,163,367,190
YIPF1,138,38,109,234,150,196,139
DIO1,15,4,15,132,11,13,12
HSPB11,109,32,83,114,77,88,108
LRRC42,92,61,112,214,184,188,291
LDLRAD1,0,0,1,1,0,4,0
TMEM59,1473,302,1258,2332,1548,1046,1500
TCEANC2,111,49,71,169,77,193,57
MIR4781,0,0,0,0,0,0,0
CDCP2,1,3,0,7,1,6,0
CYB5RL,69,43,39,117,37,138,58
MRPL37,149,129,123,497,194,313,287
SSBP3,217,190,137,595,300,478,362
SSBP3-AS1,57,14,24,94,49,100,71
LOC105378735,0,0,0,1,0,2,0
LINC02784,0,0,0,0,0,2,0
ACOT11,127,134,95,228,160,1491,532
FAM151A,14,15,11,62,6,136,30
MROH7-TTC4,76,39,69,164,102,421,229
MROH7,23,14,18,41,40,322,149
TTC4,53,26,54,127,68,109,97
PARS2,6,20,16,51,10,49,24
TTC22,39,55,14,222,11,386,49
LEXM,3,14,3,8,0,13,3
DHCR24,203,431,103,3294,189,1322,1389
DHCR24-DT,0,2,0,18,1,11,10
TRK-CTT7-1,0,0,0,0,0,0,0
LOC105378736,0,0,0,0,0,2,0
TMEM61,1,3,2,12,0,21,4
BSND,0,0,0,2,1,9,0
PCSK9,6,106,15,289,1,361,58
USP24,2152,669,1553,2599,1721,2290,2178
LOC100507634,4,1,3,2,6,4,4
MIR4422HG,3,0,0,0,0,1,0
MIR4422,0,0,0,0,0,2,0
LOC105378740,0,0,0,0,0,0,0
LINC01753,0,0,0,0,0,1,0
LINC01755,0,0,0,0,0,1,0
LOC105378737,0,0,1,1,0,9,1
LOC105378741,2,1,0,4,0,1,0
LINC01767,4,4,2,51,10,6,9
PLPP3,844,295,331,1337,477,208,269
LOC101929935,0,1,0,2,0,0,1
PRKAA2,64,22,67,539,42,17,406
FYB2,0,1,1,280,0,4,417
C8A,0,0,0,1387,0,6,0
C8B,0,0,0,1406,0,1,1
LOC105378745,0,0,0,6,0,0,1
LOC112267900,0,0,9,105,6,2,63
DAB1,8,0,28,53,40,12,348
LOC105378748,0,0,3,7,4,1,34
LOC105378747,1,1,8,7,6,12,64
DAB1-AS1,2,1,1,0,0,0,0
LOC105378746,1,0,1,4,1,10,2
LOC107984960,145,50,36,134,34,86,40
OMA1,292,69,173,351,151,174,101
TACSTD2,17,156,52,2119,23,248,38
MYSM1,976,407,871,1499,1039,1277,1160
LOC112268263,8,3,2,26,1,4,14
LOC105378751,7,3,7,52,3,12,24
JUN,3568,453,935,5808,6988,2375,6856
LINC01135,2,3,3,4,2,2,2
LOC101926907,36,22,12,54,12,37,17
LOC107984961,2,3,1,0,2,7,1
LINC02777,9,3,4,9,5,5,13
LINC01358,2,1,2,4,3,2,15
HSD52,0,0,0,30,1,3,5
FGGY-DT,13,4,18,26,4,12,18
FGGY,163,97,141,767,119,286,154
MIR4711,0,0,0,2,0,1,0
LOC101926944,2,1,4,11,3,4,8
LOC105378758,1,3,0,3,0,5,4
HOOK1,177,275,48,788,42,421,292
CYP2J2,13,38,8,318,3,157,26
C1orf87,1,0,0,3,0,0,0
LINC02778,0,0,0,1,0,1,0
LOC107984963,0,0,0,0,0,1,0
LOC105378761,0,0,0,1,0,3,0
LOC107984962,0,0,0,0,1,4,0
LOC107985379,0,0,0,0,0,0,0
LINC01748,3,48,0,63,3,244,10
LOC101926964,7,29,3,4,3,33,10
LOC105378764,2,1,0,3,2,7,3
NFIA-AS2,3,2,4,3,1,3,1
NFIA,1784,451,1257,1735,1232,1022,788
NFIA-AS1,44,10,13,45,11,39,13
LOC105378766,0,1,0,2,1,3,0
LOC107984964,0,0,0,0,0,1,0
MGC34796,3,1,0,2,1,2,0
TM2D1,146,65,171,260,152,161,175
PATJ,667,743,469,2323,315,3379,1283
MIR12132,4,1,2,6,0,9,2
LOC107984965,19,32,12,55,8,84,37
MIR3116-1,0,0,0,0,0,1,1
MIR3116-2,0,0,0,0,0,1,1
L1TD1,25,3,14,489,1,8,406
KANK4,90,0,20,174,2,144,10
LOC105378768,0,1,0,2,1,5,1
USP1,405,202,396,711,343,378,291
DOCK7,515,244,734,1113,677,847,969
ANGPTL3,38,19,42,748,33,45,54
ATG4C,163,49,111,150,124,109,86
LINC01739,0,0,0,1,0,0,0
LINC00466,0,0,0,0,0,5,0
LOC105378770,0,0,0,2,0,1,0
FOXD3-AS1,0,0,0,1,0,1,0
FOXD3,0,0,0,1,0,1,0
MIR6068,0,0,0,0,0,0,0
ALG6,140,48,82,216,74,141,77
ITGB3BP,99,56,159,121,62,110,104
LOC102724319,2,6,6,14,1,6,11
EFCAB7,69,35,56,337,42,80,75
DLEU2L,17,6,13,104,4,15,20
PGM1,334,133,554,1250,738,273,1847
LOC105378771,2,0,2,9,0,2,4
ROR1,337,22,1305,261,1755,104,1333
LOC105378772,13,0,21,9,52,5,35
ROR1-AS1,39,2,100,47,296,22,149
LOC105378773,3,0,4,0,18,5,4
UBE2U,1,0,3,0,17,7,1
LOC105378774,0,0,0,0,0,0,0
LOC107984966,0,2,1,0,1,3,1
CACHD1,221,225,80,136,77,169,167
MIR4794,0,0,0,1,1,2,0
RAVER2,221,110,198,591,185,356,275
JAK1,2704,510,2262,3343,3347,2040,3529
LINC01359,53,14,25,44,25,75,35
MIR3671,4,4,6,13,10,7,10
MIR101-1,4,0,4,5,2,0,2
AK4,179,93,353,832,580,134,990
DNAJC6,26,12,23,28,18,21,94
LOC102724416,18,1,19,18,13,29,67
LOC112268227,6,4,6,9,7,11,39
LEPR,1136,59,448,1510,215,214,214
LEPROT,824,227,1057,1165,929,643,1178
PDE4B,1191,24,676,678,1537,129,758
PDE4B-AS1,1,0,17,1,4,1,0
