ENTREZID,SYMBOL
14000,Drosha
14001,Etohi3
14003,Etohi5
14004,Chchd2
14005,Etohi7
14006,Etohi8
14007,Celf2
14008,Etv2
14009,Etv1
14011,Etv6
14012,Mpzl2
14013,Mecom
14016,Evi12
14017,Evi2a
14020,Evi5
14025,Bcl11a
14026,Evl
14027,Evpl
14028,Evx1
14029,Evx2
14030,Ewsr1
14033,exed
14034,exf
14036,exma
14038,Wfdc18
14042,Ext1
14043,Ext2
14047,ey2
14048,Eya1
14049,Eya2
14050,Eya3
14051,Eya4
14055,Ezh1
14056,Ezh2
14057,Sfxn1
14058,F10
14060,F13b
14061,F2
14062,F2r
14063,F2rl1
14064,F2rl2
14065,F2rl3
14066,F3
14067,F5
14068,F7
14069,F8
14070,F8a
14071,F9
14072,fa
14073,Faah
14074,Fabp3-ps1
14077,Fabp3
14079,Fabp2
14080,Fabp1
14081,Acsl1
14082,Fadd
14083,Ptk2
14084,Faf1
14085,Fah
14086,Fscn1
14087,Fanca
14088,Fancc
14089,Fap
14102,Fas
14103,Fasl
14104,Fasn
14105,Srsf10
14106,Foxh1
14107,Fat1
14109,Fau
14110,Fau-ps1
14111,Fau-ps2
14112,Fau-ps3
14113,Fbl
14114,Fbln1
14115,Fbln2
14118,Fbn1
14119,Fbn2
14120,Fbp2
14121,Fbp1
14123,Fbrs
14124,fc
14125,Fcer1a
14126,Ms4a2
14127,Fcer1g
14128,Fcer2a
14129,Fcgr1
14130,Fcgr2b
14131,Fcgr3
14132,Fcgrt
14133,Fcna
14134,Fcnb
14136,fd
14137,Fdft1
14148,Fdx1
14149,Fdxr
14150,fe
14151,Fech
14154,Fem1a
14155,Fem1b
14156,Fen1
14158,Fer
14159,Fes
14160,Lgr5
14161,Fga
14163,Fgd1
14164,Fgf1
14165,Fgf10
14166,Fgf11
14167,Fgf12
14168,Fgf13
14169,Fgf14
14170,Fgf15
14171,Fgf17
14172,Fgf18
14173,Fgf2
14174,Fgf3
14175,Fgf4
14176,Fgf5
14177,Fgf6
14178,Fgf7
14179,Fgf8
14180,Fgf9
14181,Fgfbp1
14182,Fgfr1
14183,Fgfr2
14184,Fgfr3
14185,Fgfr3-ps
14186,Fgfr4
14187,Akr1b8
14190,Fgl2
14191,Fgr
14193,fh
14194,Fh1
14195,fhd
14198,Fhit
14199,Fhl1
14200,Fhl2
14201,Fhl3
14202,Fhl4
14204,Il4i1
14205,Vegfd
14208,Ppm1g
14211,Smc2
14218,Sh3pxd2a
14219,Ccn2
14221,Fjx1
14223,Fkbp1a-ps2
14225,Fkbp1a
14226,Fkbp1b
14227,Fkbp2
14228,Fkbp4
14229,Fkbp5
14230,Fkbp10
14231,Fkbp7
14232,Fkbp8
14233,Foxi1
14234,Foxc2
14235,Foxm1
14236,Foxn2
14237,Foxd4
14238,Foxf2
14239,Foxs1
14240,Foxb2
14241,Foxl1
14245,Lpin1
14246,Flg
14247,Fli1
14248,Flii
14251,Flot1
14252,Flot2
14254,Flt1
14255,Flt3
14256,Flt3l
14257,Flt4
14259,fm
14260,Fmn1
14261,Fmo1
14262,Fmo3
14263,Fmo5
14264,Fmod
14265,Fmr1
14266,Aff2
14268,Fn1
14269,Fnbp1
14270,Srgap2
14271,Fnld
14272,Fnta
14275,Folr1
14276,Folr2
14281,Fos
14282,Fosb
14283,Fosl1
14284,Fosl2
14287,Fpgs
14289,Fpr2
14290,Fpr-rs3
14291,Fpr-rs4
14293,Fpr1
14294,Fpr3
14296,Frat1
14297,Fxn
14299,Ncs1
14300,Frg1
14302,Frk
14308,Fshb
14309,Fshr
14311,Cidec
14312,Brd2
14313,Fst
14314,Fstl1
14317,Ftcd
14319,Fth1
14320,Fth-ps1
14321,Fth-ps2
14322,Fth-ps3
14325,Ftl1
14337,Ftl2-ps
14339,Aktip
14343,Fut1
14344,Fut2
14345,Fut4
14346,Fut4-ps1
14347,Fut7
14348,Fut9
14349,Fv1
14352,Fv4
14356,Timm10b
14357,Dtx1
14359,Fxr1
14360,Fyn
14362,Fzd1
14365,Fzd3
14366,Fzd4
14367,Fzd5
14368,Fzd6
14369,Fzd7
14370,Fzd8
14371,Fzd9
14373,G0s2
14375,Xrcc6
14376,Ganab
14377,G6pc1
14378,G6pc2
14380,G6pd2
14381,G6pdx
14385,Slc37a4
14387,Gaa
14388,Gab1
14389,Gab2
14390,Gabpa
14391,Gabpb1
14394,Gabra1
14395,Gabra2
14396,Gabra3
14397,Gabra4
14399,Gabra6
14400,Gabrb1
14401,Gabrb2
14402,Gabrb3
14403,Gabrd
14404,Gabre
14405,Gabrg1
14406,Gabrg2
14407,Gabrg3
14408,Gabrr1
14409,Gabrr2
14411,Slc6a12
14412,Slc6a13
14415,Gad1
14417,Gad2
14419,Gal
14420,Galc
14421,B4galnt1
14422,B4galnt2
14423,Galnt1
14425,Galnt3
14426,Galnt4
14427,Galr1
14428,Galr2
14429,Galr3
14430,Galt
14431,Gamt
14432,Gap43
14433,Gapdh
14447,Gapdhs
14450,Gart
14451,Gas1
14453,Gas2
14455,Gas5
14456,Gas6
14457,Gas7
14459,Gast
14460,Gata1
14461,Gata2
14462,Gata3
14463,Gata4
14464,Gata5
14465,Gata6
14466,Gba1
14467,Nipsnap2
14468,Gbp2b
14469,Gbp2
14470,Rabac1
14472,Gbx2
14473,Gc
14475,Gcap10
14479,Usp15
14489,Mtpn
14525,Gcsam
14526,Gcg
14527,Gcgr
14528,Gch1
14531,Gcm1
14533,Bloc1s1
14534,Kat2a
14536,Nr6a1
14537,Gcnt1
14538,Gcnt2
14539,Opn1mw
14544,Gda
14545,Gdap1
14547,Gdap2
14548,Mrps33
14550,Gdap5
14551,Gdap6
14552,Gdap7
14553,Gdap8
14554,Gdap9
14555,Gpd1
14559,Gdf1
14560,Gdf10
14561,Gdf11
14562,Gdf3
14563,Gdf5
14566,Gdf9
14567,Gdi1
14569,Gdi2
14570,Arhgdig
14571,Gpd2
14572,gdn
14573,Gdnf
14577,ge
14579,Gem
14580,Gfap
14581,Gfi1
14582,Gfi1b
14583,Gfpt1
14584,Gfpt2
14585,Gfra1
14586,Gfra2
14587,Gfra3
14588,Gfra4
14590,Ggh
14593,Ggps1
14594,Ggta1
14595,B4galt1
14598,Ggt1
14599,Gh
14600,Ghr
14601,Ghrh
14602,Ghrhr
14603,Cblif
14605,Tsc22d3
14606,Gpin1
14607,Gip
14608,Gpr83
14609,Gja1
14610,Gja10
14611,Gja3
14612,Gja4
14613,Gja5
14615,Gjc1
14616,Gja8
14617,Gjd2
14618,Gjb1
14619,Gjb2
14620,Gjb3
14621,Gjb4
14622,Gjb5
14623,Gjb6
14625,Gykl1
14626,Gk2
14628,Ostm1
14629,Gclc
14630,Gclm
14632,Gli1
14633,Gli2
14634,Gli3
14635,Galk1
14636,Gln3-1
14645,Glul
14646,Glns-ps1
14651,Hagh
14652,Glp1r
14654,Glra1
14657,Glra4
14658,Glrb
14659,Glrp1
14660,Gls
14661,Glud1
14663,Glycam1
14664,Slc6a9
14667,Gm2a
14670,Gnl1
14672,Gna11
14673,Gna12
14674,Gna13
14675,Gna14
14676,Gna15
14677,Gnai1
14678,Gnai2
14679,Gnai3
14680,Gnal
14681,Gnao1
14682,Gnaq
14683,Gnas
14685,Gnat1
14686,Gnat2
14687,Gnaz
14688,Gnb1
14693,Gnb2
14694,Rack1
14695,Gnb3
14696,Gnb4
14697,Gnb5
14698,gnd
14699,Gngt1
14700,Gng10
14701,Gng12
14702,Gng2
14703,Gng2-ps1
14704,Gng3
14705,Bscl2
14706,Gng4
14707,Gng5
14708,Gng7
14709,Gng8
14710,Gngt2
14711,Gnmt
14712,Gnpat
14714,Gnrh1
14715,Gnrhr
14718,Got1
14719,Got2
14720,Got2-ps1
14722,gp
14723,Gp1ba
14724,Gp1bb
14725,Lrp2
14726,Pdpn
14727,Lilrb4b
14728,Lilrb4a
14729,Gp5
14731,Gpaa1
14732,Gpam
14733,Gpc1
14734,Gpc3
14735,Gpc4
14738,Gpr12
14739,S1pr2
14744,Gpr65
14745,Lpar1
14747,Cmklr1
14748,Gpr3
14751,Gpi1
14755,Pigq
14756,Gpld1
14758,Gpm6b
14760,Gpr19
14761,Gpr27
14762,Gpr33
14763,Gpr37
14764,Ptgdr2
14765,Gpr50
14766,Adgrg1
14767,Nmur1
14768,Lancl1
14772,Grk4
14773,Grk5
14775,Gpx1
14776,Gpx2
14777,Gpx2-ps1
14778,Gpx3
14780,Gpx5
14782,Gsr
14783,Grb10
14784,Grb2
14786,Grb7
14787,Rhpn1
14788,Gpr162
14789,P3h3
14790,Grcc10
14791,Emg1
14792,Lpcat3
14793,Cdca3
14794,Spsb2
14797,Tle5
14798,gri
14799,Gria1
14800,Gria2
14802,Gria4
14803,Grid1
14804,Grid2
14805,Grik1
14806,Grik2
14807,Grik3
14809,Grik5
14810,Grin1
14811,Grin2a
14812,Grin2b
14813,Grin2c
14814,Grin2d
14815,Nr3c1
14816,Grm1
14823,Grm8
14824,Grn
14825,Cxcl1
14827,Pdia3
14828,Hspa5
14829,Grpr
14835,gs
14836,Gsc
14840,Gsg1
14841,Haspin
14842,Gsx1
14843,Gsx2
14852,Gspt1
14853,Gspt2
14854,Gss
14857,Gsta1
14858,Gsta2
14859,Gsta3
14860,Gsta4
14862,Gstm1
14863,Gstm2
14864,Gstm3
14865,Gstm4
14866,Gstm5
14867,Gstm6
14869,Gstp2
14870,Gstp1
14871,Gstt1
14872,Gstt2
14873,Gsto1
14874,Gstz1
14879,Gtayu1
14880,Gtayu2
14882,Gtayu5
14883,Gtayu6
14884,Gtf2h1
14885,Gtf2h4
14886,Gtf2i
14894,Cfap20
14897,Trip12
14904,Gtpbp1
14910,Gt(ROSA)26Sor
14911,Thumpd3
14912,Nkx6-2
14913,Guca1a
14915,Guca2a
14916,Guca2b
14917,Gucy2c
14918,Gucy2d
14919,Gucy2e
14923,Guk1
14924,Magi1
14933,Gk
14934,Gypa
14936,Gys1
14938,Gzma
14939,Gzmb
14940,Gzmc
14941,Gzmd
14942,Gzme
14943,Gzmf
14944,Gzmg
14945,Gzmk
14950,H13
14955,H19
14957,H1f3
14958,H1f0
14960,H2-Aa
14961,H2-Ab1
14962,Cfb
14963,H2-Bl
14964,H2-D1
14967,H2-D4
14969,H2-Eb1
14972,H2-K1
14976,Pfdn6
14977,Slc39a7
14979,Hsd17b8
14980,H2-L
14985,H2-M10.1
14990,H2-M2
14991,H2-M3
14992,H2-M4-ps
14994,H2-M6-ps
14995,H2-M7-ps
14997,H2-M9
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
15003,H2-Pa
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
15015,H2-Q4
15016,H2-Q5
15018,H2-Q7
15023,H2-T1
15024,H2-T10
15033,H2-T18
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15061,Ifi44l
15064,Mr1
15077,H3c14
15078,H3f3a
15079,H3f3a-ps1
15080,H3f3a-ps2
15081,H3f3b
15101,H60a
15107,Hadh
15108,Hsd17b10
15109,Hal
15110,Hand1
15111,Hand2
15112,Hao1
15114,Hap1
15115,Hars1
15116,Has1
15117,Has2
15118,Has3
15120,hb
15121,Hba
15122,Hba-a1
15124,Hba-ps3
15126,Hba-x
15127,Hbb
15128,Hbb-ar
15129,Hbb-b1
15130,Hbb-b2
15131,Hbb-bh0
15132,Hbb-bh1
15134,Hbb-bh3
15135,Hbb-y
15139,Hc
15140,Hc1
15141,Hc10
15142,Hc11
15143,Hc12
15144,Hc13
15145,Hc14
15146,Hc15
15147,Hc16
15148,Hc17
15149,Hc18
15150,Hc19
15151,Hc2
15152,Hc3
15153,Hc4
15154,Hc5
15155,Hc6
15156,Hc7
15157,Hc8
15158,Hc9
15159,Hccs
15160,Serpind1
15161,Hcfc1
15162,Hck
15163,Hcls1
15164,Hcm
15165,Hcn1
15166,Hcn2
15168,Hcn3
15169,hcp
15170,Ptpn6
15171,Hcrt
15180,Hcx
15181,Hdac1-ps
15182,Hdac2
15183,Hdac3
15184,Hdac5
15185,Hdac6
15186,Hdc
15191,Hdgf
15192,Hdgfl1
15193,Hdgfl2
15194,Htt
15199,Hebp1
15200,Hbegf
15201,Hells
15202,Gml2
15203,Heph
15204,Herc2
15205,Hes1
15206,Hes2
15207,Hes3
15208,Hes5
15209,Hesx1
15211,Hexa
15212,Hexb
15213,Hey1
15214,Hey2
15215,hf
15216,Hfe
15218,Foxn1
15220,Foxq1
15221,Foxd3
15223,Foxj1
15227,Foxf1
15228,Foxg1
15229,Foxd1
15233,Hgd
15234,Hgf
15235,Mst1
15239,Hgs
15242,Hhex
15244,Hhex-rs3
15245,Hhip
15247,Mfsd14a
15248,Hic1
15251,Hif1a
15254,Hint1
15257,Hipk1
15258,Hipk2
15259,Hipk3
15260,Hira
15267,H2ac18
15268,Hist3
15270,H2ax
15273,Hivep2
15275,Hk1
15277,Hk2
15278,Tfb2m
15280,hl
15284,Hlx
15285,Mnx1
15288,Hmbs
15289,Hmgb1
15290,Hmgb1-rs10
15291,Hmgb1-rs11
15292,Hmgb1-rs12
15293,Hmgb1-rs13
15294,Hmgb1-rs14
15295,Hmgb1-ps3
15296,Hmgb1-rs16
15298,Hmgb1-rs18
15312,Hmgn1
15331,Hmgn2
15352,Gm4739
15353,Hmg20b
15354,Hmgb3
15356,Hmgcl
15357,Hmgcr
15360,Hmgcs2
15361,Hmga1
15364,Hmga2
15365,Hmga2-ps1
15366,Hmmr
15368,Hmox1
15369,Hmox2
15370,Nr4a1
15371,Hmx1
15372,Hmx2
15373,Hmx3
15374,Jpt1
15375,Foxa1
15376,Foxa2
15377,Foxa3
15378,Hnf4a
15379,Onecut1
15381,Hnrnpc
15382,Hnrnpa1
15384,Hnrnpab
15387,Hnrnpk
15388,Hnrnpl
15394,Hoxa1
15395,Hoxa10
15396,Hoxa11
15397,Hoxa11os
15398,Hoxa13
15399,Hoxa2
15400,Hoxa3
15401,Hoxa4
15402,Hoxa5
15403,Hoxa6
15404,Hoxa7
15405,Hoxa9
15406,Hoxb
15407,Hoxb1
15408,Hoxb13
15410,Hoxb3
15412,Hoxb4
15413,Hoxb5
15414,Hoxb6
15415,Hoxb7
15416,Hoxb8
15417,Hoxb9
15421,Hoxc12
15422,Hoxc13
15423,Hoxc4
15424,Hoxc5
15425,Hoxc6
15426,Hoxc8
15427,Hoxc9
15429,Hoxd1
15430,Hoxd10
15431,Hoxd11
15432,Hoxd12
15433,Hoxd13
15434,Hoxd3
15436,Hoxd4
15437,Hoxd8
15438,Hoxd9
15439,Hp
15441,Hp1bp3
15442,Hpse
15443,hpc
15444,Hpca
15445,Hpd
15446,Hpgd
15447,hph1
15448,hph2
15450,Lipc
15451,Hpn
15452,Hprt1
15455,Hpvc1
15458,Hpx
15460,Hr
15461,Hras
15463,Agfg1
15464,Hrc
15465,Hrh1
15466,Hrh2
15467,Eif2ak1
15468,Prmt2
15469,Prmt1
15473,Rida
15475,hs
15476,Hs3st1
15478,Hs3st3a1
15481,Hspa8
15482,Hspa1l
15483,Hsd11b1
15484,Hsd11b2
15485,Hsd17b1
15486,Hsd17b2
15487,Hsd17b3
15488,Hsd17b4
15490,Hsd17b7
15492,Hsd3b1
15493,Hsd3b2
15494,Hsd3b3
15495,Hsd3b4
15496,Hsd3b5
15497,Hsd3b6
15499,Hsf1
15500,Hsf2
15501,hsh
15502,Dnaja1
15504,Dnajb3
15505,Hsph1
15507,Hspb1
15508,Hsp25-ps1
15510,Hspd1
15511,Hspa1b
15512,Hspa2
15516,Hsp90ab1
15519,Hsp90aa1
15525,Hspa4
15526,Hspa9
15527,Hspa9-ps1
15528,Hspe1
15529,Sdc2
15530,Hspg2
15531,Ndst1
15547,Trmt2a
15549,htr
15550,Htr1a
15551,Htr1b
15552,Htr1d
15553,Htr1da
15557,Htr1f
15558,Htr2a
15559,Htr2b
15560,Htr2c
15561,Htr3a
15562,Htr4
15563,Htr5a
15564,Htr5b
15565,Htr6
15566,Htr7
15567,Slc6a4
15568,Elavl1
15569,Elavl2
15570,hubb
15571,Elavl3
15572,Elavl4
15573,hug
15574,Hus1
15581,hy1
15582,hy2
15586,Hyal1
15587,Hyal2
15600,Iap1-1
15601,Iap1-3
15731,Iap8-1
15874,Iapp
15890,Iapy-1
15891,Ibsp
15893,Ica1
15894,Icam1
15896,Icam2
15898,Icam5
15900,Irf8
15901,Id1
15902,Id2
15903,Id3
15904,Id4
15925,Ide
15926,Idh1
15929,Idh3g
15930,Ido1
15931,Ids
15932,Idua
15936,Ier2
15937,Ier3
15939,Ier5
15944,Irgm1
15945,Cxcl10
15950,Ifi203
15951,Ifi204
15953,Ifi47
15957,Ifit1
15958,Ifit2
15959,Ifit3
15962,Ifna1
15964,Ifna11
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15974,Ifnab
15975,Ifnar1
15976,Ifnar2
15977,Ifnb1
15978,Ifng
15979,Ifngr1
15980,Ifngr2
15982,Ifrd1
15983,Ifrd2
15985,Cd79b
16000,Igf1
16001,Igf1r
16002,Igf2
16004,Igf2r
16005,Igfals
16006,Igfbp1
16007,Ccn1
16008,Igfbp2
16009,Igfbp3
16010,Igfbp4
16011,Igfbp5
16012,Igfbp6
16016,Ighg2b
16017,Ighg1
16019,Ighm
16020,Igh-7
16021,Igh-8
16031,Igh-Ia
16033,Igh-J
16043,Igh-Sa1
16049,Igh-V
16050,Igh-V10
16051,Igh-V11
16053,Igh-V15
16055,Igh-V31
16057,Igh-V3609N
16058,Igh-V3660
16059,Igh-V7183
16061,Igh-VJ558
16062,Igh-VJ606
16065,Igh-VS107
16068,Il18bp
16069,Jchain
16071,Igkc
16073,Igk-J
16080,Igk-V
16081,Igk-V1
16087,Igk-V12/13
16097,Igk-V20
16098,Igkv1-117
16113,Igk-V24
16114,Igk-V28
16118,Igk-V34
16121,Igk-V4
16122,Igk-V5
16129,Igk-V9
16136,Igll1
16142,Iglv1
16145,Igtp
16147,Ihh
16149,Cd74
16150,Ikbkb
16151,Ikbkg
16153,Il10
16154,Il10ra
16155,Il10rb
16156,Il11
16157,Il11ra1
16158,Il11ra2
16159,Il12a
16160,Il12b
16161,Il12rb1
16162,Il12rb2
16163,Il13
16164,Il13ra1
16165,Il13ra2
16168,Il15
16169,Il15ra
16170,Il16
16171,Il17a
16172,Il17ra
16173,Il18
16174,Il18rap
16175,Il1a
16176,Il1b
16177,Il1r1
16178,Il1r2
16179,Irak1
16180,Il1rap
16181,Il1rn
16182,Il18r1
16183,Il2
16184,Il2ra
16185,Il2rb
16186,Il2rg
16187,Il3
16188,Il3ra
16189,Il4
16190,Il4ra
16191,Il5
16192,Il5ra
16193,Il6
16194,Il6ra
16195,Il6st
16196,Il7
16197,Il7r
16198,Il9
16199,Il9r
16201,Ilf3
16202,Ilk
16204,Fabp6
16205,Gimap1
16206,Lrig1
16210,Impact
16211,Kpnb1
16212,In(1)10Rk-d
16213,In(1)10Rk-p
16214,In(1)12Rk-d
16215,In(1)12Rk-p
16216,In(1)1Icg-d
16217,In(1)1Icg-p
16218,In(1)1Lub-d
16219,In(1)1Lub-p
16220,In(1)1Rk-d
16221,In(1)1Rk-p
16222,In(1)23Rk
16223,In(1)24Rk-d
16224,In(1)24Rk-p
16225,In(1)38Rk
16226,In(1)46Rk
16227,In(1)49Rk
16228,In(1)5H
16229,In(10)17Rk-d
16231,In(10)42Rk
16232,In(10)57Rk
16233,In(10)6Rk-d
16234,In(10)6Rk-p
16235,In(10)7H
16236,In(11)20Rk
16237,In(11)2Dn-d
16238,In(11)2Dn-p
16239,In(12)25Rk-d
16240,In(12)25Rk-p
16241,In(13)31Rk-d
16242,In(13)31Rk-p
16243,In(13)43Rk
16244,In(13)50Rk
16245,In(14)22Rk-d
16246,In(14)22Rk-p
16247,In(14)36Rk
16248,In(14)54Rk
16249,In(15)18Rk-d
16250,In(15)18Rk-p
16251,In(15)21Rk-d
16252,In(15)21Rk-p
16253,In(15)2Rl
16254,In(15)35Rk
16255,In(15)4H-d
16256,In(15)4H-p
16257,In(16)51Rk
16258,In(17)1t
16259,In(17)2t
16260,In(17)3t
16261,In(17)4t
16262,In(19)37Rk
16263,In(2)19Rk-d
16264,In(2)19Rk-p
16265,In(2)2H-d
16266,In(2)2H-p
16267,In(2)3Dn-d
16268,In(2)3Dn-p
16269,In(2)40Rk
16270,In(2)45Rk
16271,In(2)58Rk
16272,In(2)5Rk-d
16273,In(2)5Rk-p
16274,In(3)11Rk-d
16275,In(3)11Rk-p
16276,In(3)15Rk-d
16277,In(3)15Rk-p
16278,In(3)55Rk-d
16279,In(3)55Rk-p
16280,In(4)1By
16281,In(4)1Dn-d
16282,In(4)1Dn-p
16283,In(4)28Rk-d
16284,In(4)28Rk-p
16285,In(4)32Rk-d
16286,In(4)32Rk-p
16287,In(4)56Rk
16288,In(5)2Rk-d
16289,In(5)2Rk-p
16290,In(5)30Rk-d
16291,In(5)30Rk-p
16292,In(5)33Rk-d
16293,In(5)33Rk-p
16294,In(5)6H-d
16295,In(5)9Rk-d
16296,In(5)9Rk-p
16297,In(6)47Rk
16298,In(6)48Rk
16299,In(6.15)Rb1Ald1Wa
16300,In(6.15)Rb1Ald1Wa
16301,In(7)13Rk-d
16302,In(7)13Rk-p
16303,In(8)14Rk-d
16304,In(8)14Rk-p
16305,In(8)16Rk-d
16306,In(8)16Rk-p
16307,In(8)34Rk
16308,In(8pq)1Rl
16309,In(9)26Rk-d
16310,In(9)26Rk-p
16311,In(9)39Rk
16312,In(9)Rl-d
16313,In(9)Rl-p
16314,In(X)1H
16315,In(X)3H-d
16316,In(X)3H-p
16317,In(YLS)Lub
16319,Incenp
16322,Inha
16323,Inhba
16324,Inhbb
16325,Inhbc
16326,Inhbe
16328,Cep250
16329,Inpp1
16330,Inpp5b
16331,Inpp5d
16332,Inppl1
16333,Ins1
16334,Ins2
16336,Insl3
16337,Insr
16341,Eif3e
16342,Eif3s6-ps1
16343,Eif3s6-ps2
16344,Eif3s6-ps3
16345,Eif3s6-ps4
16348,Invs
16351,Ipp
16352,ipv
16353,Ipw
16362,Irf1
16363,Irf2
16364,Irf4
16365,Acod1
16367,Irs1
16369,Irs3
16370,Irs4
16371,Irx1
16372,Irx2
16373,Irx3
16374,Is(1;11)2H
16375,Is(1;11)2H
16376,Is(17;In2)1Gso
16377,Is(17;In2)1Gso
16378,Is(17;In2)1Gso
16379,Is(7;1)40H
16380,Is(7;1)40H
16381,Is(7;InX)1Neu
16382,Is(7;InX)1Neu
16383,Is(7;InX)1Neu
16384,Is(HSR;1)1Icg
16385,Is(HSR;1)1Lub
16386,Is(HSR;1)2Icg
16387,Is(In;5)1H
16388,Is(In7;X)1Ct
16389,Is(In7;X)1Ct
16391,Irf9
16392,Isl1
16396,Itch
16398,Itga2
16399,Itga2b
16400,Itga3
16401,Itga4
16402,Itga5
16403,Itga6
16404,Itga7
16407,Itgae
16408,Itgal
16409,Itgam
16410,Itgav
16411,Itgax
16412,Itgb1
16413,Itgb1bp1
16414,Itgb2
16415,Itgb2l
16416,Itgb3
16418,Eif6
16419,Itgb5
16420,Itgb6
16421,Itgb7
16423,Cd47
16424,Itih1
16425,Itih2
16426,Itih3
16427,Itih4
16428,Itk
16429,Itln1
16430,Stt3a
16431,Itm2a
16432,Itm2b
16433,Cuzd1
16434,Itpa
16438,Itpr1
16439,Itpr2
16440,Itpr3
16443,Itsn1
16447,Ivl
16449,Jag1
16450,Jag2
16451,Jak1
16452,Jak2
16453,Jak3
16454,jb
16456,F11r
16461,jd
16462,jdf
16465,jg
16467,Atcay
16468,Jarid2
16469,Jrk
16470,Ush1g
16473,jt
16475,Ajuba
16476,Jun
16477,Junb
16478,Jund
16480,Jup
16483,Kap
16485,Kcna1
16490,Kcna2
16491,Kcna3
16492,Kcna4
16493,Kcna5
16494,Kcna6
16495,Kcna7
16497,Kcnab1
16498,Kcnab2
16499,Kcnab3
16500,Kcnb1
16502,Kcnc1
16504,Kcnc3
16506,Kcnd1
16508,Kcnd2
16509,Kcne1
16510,Kcnh1
16511,Kcnh2
16512,Kcnh3
16513,Kcnj10
16514,Kcnj11
16515,Kcnj12
16516,Kcnj15
16517,Kcnj16
16518,Kcnj2
16519,Kcnj3
16520,Kcnj4
16521,Kcnj5
16522,Kcnj6
16523,Kcnj8
16524,Kcnj9
16525,Kcnk1
16526,Kcnk2
16527,Kcnk3
16528,Kcnk4
16529,Kcnk5
16530,Kcnk7
16531,Kcnma1
16532,Kcnu1
16533,Kcnmb1
16534,Kcnn4
16535,Kcnq1
16536,Kcnq2
16538,Kcns1
16539,Kcns2
16541,Napsa
16542,Kdr
16543,Mdfic
16545,Kera
16548,Khk
16549,Khsrp
16551,Kif11
16552,Kif12
16553,Kif13a
16554,Kif13b
16558,Kif16b
16559,Kif17
16560,Kif1a
16561,Kif1b
16562,Kif1c
16563,Kif2a
16564,Kif21a
16565,Kif21b
16568,Kif3a
16569,Kif3b
16570,Kif3c
16571,Kif4
16572,Kif5a
16573,Kif5b
16574,Kif5c
16576,Kif7
16577,Kif8
16578,Kif9
16579,Kifap3
16580,Kifc5b
16581,Kifc2
16582,Kifc3
16588,Kin
16589,Uhmk1
16590,Kit
16591,Kl
16592,Fabp5
16593,Klc1
16594,Klc2
16596,Klf1
16597,Klf12
16598,Klf2
16599,Klf3
16600,Klf4
16601,Klf9
16602,Klk1b2-ps
16603,Klk2-ps
16604,Klk1b7-ps
16605,Klk1b10-ps
16607,Klk1b15-ps
16609,Klk1b18-ps
16612,Klk1
16613,Klk1b11
16614,Klk1b14-ps
16615,Klk1b16
16616,Klk1b21
16617,Klk1b24
16618,Klk1b26
16619,Klk1b27
16621,Klkb1
16622,Klk1b5
16623,Klk1b1
16624,Klk1b8
16625,Serpina3c
16627,Klra1
16628,Klra10
16630,Klra12
16631,Klra13-ps
16633,Klra2
16634,Klra3
16635,Klra4
16636,Klra5
16637,Klra6
16638,Klra7
16639,Klra8
16640,Klra9
16641,Klrc1
16642,Klrc2
16643,Klrd1
16644,Kng1
16646,Kpna1
16647,Kpna2
16648,Kpna3
16649,Kpna4
16650,Kpna6
16651,Sspn
16653,Kras
16656,Hivep3
16658,Mafb
16659,Krt31c
16660,Krt31
16661,Krt10
16663,Krt13
16664,Krt14
16665,Krt15
16666,Krt16
16667,Krt17
16668,Krt18
16669,Krt19
16670,Krt32
16671,Krt33b
16672,Krt34
16673,Krt36
16675,Krt27
16678,Krt1
16679,Krt86
16680,Krt84
16681,Krt2
16682,Krt4
16687,Krt6a
16688,Krt6b
16691,Krt8
16693,Krtap11-1
16694,Krtap12-1
16697,Krtap12-23
16699,Krtap13
16700,Krtap6-1
16701,Krtap6-2
16703,Krtap8-1
16704,Krtap19-5
16705,Krtap9-1
16706,Ksr1
16709,Ktn1
16716,Ky
16717,l17Pas2
16719,l17Wis10
16720,l17Wis11
16721,l17Wis3
16722,l17Wis4
16723,l17Wis5
16724,l17Wis6
16725,l17Wis7
16726,l17Wis8
16727,l17Wis9
16728,L1cam
16730,L1Md-Tf14
16731,L1Md-Tf17
16732,L1Md-Tf18
16733,L1Md-Tf23
16734,L1Md-Tf26
16735,L1Md-Tf29
16736,L1Md-Tf30
16737,L1Md-Tf5
16738,L1Md-Tf6
16739,L1Md-Tf8
16740,L1Md-Tf9
16743,l1Rk1
16744,l1Rk2
16745,l1Rk4
16746,l1Rk5
16747,l1Rk6
16748,l1Rk7
16749,l1Rk8
16750,l4Rn1
16751,l4Rn2
16752,l4Rn3
16753,l5H1
16754,l7Rk1
16755,l7Rn1
16756,l7Rn2
16758,l7Rn4
16761,Labx
16763,Lad1
16764,Aff3
16765,Stmn1
16768,Lag3
16769,Dsg4
